common_name	kingdom	phylum	class	order	family	genus	specific_epithet
Morrow's honeysuckle	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera	morrowii
Common Honeysuckle	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera	periclymenum
coral honeysuckle	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera	sempervirens
Southern Honeysuckle	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera	subspicata
Tatarian honeysuckle	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera	tatarica
Fly Honeysuckle	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera	xylosteum
shortspur seablush	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Plectritis	congesta
Small Scabious	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Scabiosa	columbaria
Cream Scabiosa	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Scabiosa	ochroleuca
Sweet scabious	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Sixalix	atropurpurea
Devil's-bit Scabious	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Succisa	pratensis
Common Snowberry	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Symphoricarpos	albus
creeping snowberry	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Symphoricarpos	mollis
Western Snowberry	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Symphoricarpos	occidentalis
coral berry	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Symphoricarpos	orbiculatus
Roundleaf Snowberry	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Symphoricarpos	rotundifolius
Orange-fruited Horse Gentian	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Triosteum	aurantiacum
common valerian	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Valeriana	officinalis
Sitka valerian	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Valeriana	sitchensis
common cornsalad	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Valerianella	locusta
beaked cornsalad	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Valerianella	radiata
Moschatel	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Adoxa	moschatellina
American black elderberry	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Sambucus	canadensis
blue elder	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Sambucus	cerulea
Danewort	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Sambucus	ebulus
Chinese elder	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Sambucus	javanica
European black elderberry	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Sambucus	nigra
red elderberry	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Sambucus	racemosa
mapleleaf viburnum	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Viburnum	acerifolium
southern arrowwood	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Viburnum	dentatum
squashberry	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Viburnum	edule
Wayfaring-tree	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Viburnum	lantana
hobblebush	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Viburnum	lantanoides
nannyberry	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Viburnum	lentago
wild raisin	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Viburnum	nudum
cramp bark	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Viburnum	opulus
Blackhaw	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Viburnum	prunifolium
downy arrowwood	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Viburnum	rafinesquianum
Leatherleaf viburnum	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Viburnum	rhytidophyllum
Rusty Blackhaw	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Viburnum	rufidulum
Laurustinus viburnum	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Viburnum	tinus
Kashmir Balsam	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	balfourii
spotted touch-me-not	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	capensis
Himalayan balsam	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	glandulifera
Touch-me-not Balsam	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	noli-tangere
pale touch-me-not	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	pallida
small balsam	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	parviflora
Impatiens	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	walleriana
Sweet Pepperbush	Plantae	Tracheophyta	Magnoliopsida	Ericales	Clethraceae	Clethra	alnifolia
Swamp titi	Plantae	Tracheophyta	Magnoliopsida	Ericales	Cyrillaceae	Cyrilla	racemiflora
Diapensia	Plantae	Tracheophyta	Magnoliopsida	Ericales	Diapensiaceae	Diapensia	lapponica
galax	Plantae	Tracheophyta	Magnoliopsida	Ericales	Diapensiaceae	Galax	urceolata
Texas Persimmon	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	texana
American persimmon	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ebenaceae	Diospyros	virginiana
sugarstick	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Allotropa	virgata
Wild Rosemary	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Andromeda	polifolia
Pacific madrone	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arbutus	menziesii
strawberry tree	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arbutus	unedo
Texas madrone	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arbutus	xalapensis
Big Berry Manzanita	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	glauca
Pinemat Manzanita	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	nevadensis
greenleaf manzanita	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	patula
pointleaf manzanita	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	pungens
pinemat manzanita	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arctostaphylos	uva-ursi
mountain bearberry	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Arctous	alpina
common heather	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Calluna	vulgaris
western moss-heather	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Cassiope	mertensiana
Arctic bell-heather	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Cassiope	tetragona
sand heath	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Ceratiola	ericoides
leatherleaf	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Chamaedaphne	calyculata
spotted wintergreen	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Chimaphila	maculata
Little Prince's Pine	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Chimaphila	menziesii
prince's pine	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Chimaphila	umbellata
Inaka	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Dracophyllum	longifolium
copperbush	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Elliottia	pyroliflora
black crowberry	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Empetrum	nigrum
Common Heath	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Epacris	impressa
trailing arbutus	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Epigaea	repens
honeysuckle heath	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Erica	abietina
Tree heath	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Erica	arborea
Fire Heath	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Erica	cerinthoides
Bell Heather	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Erica	cinerea
Red Heath	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Erica	coccinea
Purpletip Heath	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Erica	corifolia
discoloring erica	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Erica	discolor
Salt-and-Pepper Heath	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Erica	imbricata
Portuguese Heath	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Erica	lusitanica
Hangertjies	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Erica	plukenetii
Cross-leaved Heath	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Erica	tetralix
Roughpetal Heath complex	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Erica	viscaria
Gaultheria antipoda	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Gaultheria	antipoda
Mountain Snowberry	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Gaultheria	depressa
creeping snowberry	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Gaultheria	hispidula
Eastern Teaberry	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Gaultheria	procumbens
salal	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Gaultheria	shallon
black huckleberry	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Gaylussacia	baccata
sheep laurel	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Kalmia	angustifolia
mountain laurel	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Kalmia	latifolia
Alpine Bog Laurel	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Kalmia	microphylla
Swamp Laurel	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Kalmia	polifolia
alpine azalea	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Kalmia	procumbens
Prickly mingimingi	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Leptecophylla	juniperina
Pukiawe	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Leptecophylla	tameiameiae
Mānuka-rauriki	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Leucopogon	fasciculatus
Patotara	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Leucopogon	fraseri
mountain doghobble	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Leucothoe	fontanesiana
fetterbush lyonia	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Lyonia	lucida
One-flowered Wintergreen	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Moneses	uniflora
yellow bird's-nest	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Monotropa	hypopitys
Indian pipe	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Monotropa	uniflora
one-sided wintergreen	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Orthilia	secunda
sourwood	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Oxydendrum	arboreum
carpet heath	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Pentachondra	pumila
Purple Mountainheath	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Phyllodoce	breweri
red mountain-heather	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Phyllodoce	empetriformis
woodland pinedrops	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Pterospora	andromedea
rounded shinleaf	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Pyrola	americana
bog wintergreen	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Pyrola	asarifolia
green-flowered wintergreen	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Pyrola	chlorantha
shinleaf	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Pyrola	elliptica
lesser wintergreen	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Pyrola	minor
white-veined wintergreen	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Pyrola	picta
round-leaved wintergreen	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Pyrola	rotundifolia
White-flowered Rhododendron	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	albiflorum
Flame Azalea	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	calendulaceum
Rhodora	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	canadense
Southern Pinxter Azalea	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	canescens
Western Labrador Tea	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	columbianum
Rusty-leaved Alpenrose	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	ferrugineum
Labrador tea	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	groenlandicum
Lapland Azalea	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	lapponicum
Pacific rhododendron	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	macrophyllum
great rhododendron	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	maximum
mock azalea	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	menziesii
western azalea	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	occidentale
pinkster flower	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	periclymenoides
marsh Labrador tea	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron	tomentosum
Snowplant	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Sarcodes	sanguinea
lowbush blueberry	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	angustifolium
sparkleberry	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	arboreum
Northern highbush blueberry	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	corymbosum
American Cranberry	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	macrocarpon
black huckleberry	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	membranaceum
velvetleaf blueberry	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	myrtilloides
common bilberry	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	myrtillus
Oval-leaf Blueberry	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	ovalifolium
California huckleberry	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	ovatum
small cranberry	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	oxycoccos
Red Huckleberry	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	parvifolium
deerberry	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	stamineum
bog bilberry	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	uliginosum
Lingonberry	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	vitis-idaea
mission manzanita	Plantae	Tracheophyta	Magnoliopsida	Ericales	Ericaceae	Xylococcus	bicolor
ocotillo	Plantae	Tracheophyta	Magnoliopsida	Ericales	Fouquieriaceae	Fouquieria	splendens
broad-leaved gilia	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Aliciella	latifolia
grand collomia	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Collomia	grandiflora
variableleaf collomia	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Collomia	heterophylla
narrow-leaf mountain trumpet	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Collomia	linearis
giant woollystar	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Eriastrum	densifolium
desert woollystar	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Eriastrum	eremicum
bluehead gilia	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Gilia	capitata
star gilia	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Gilia	stellata
bird's-eye gilia	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Gilia	tricolor
scarlet gilia	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Ipomopsis	aggregata
flaxflowered ipomopsis	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Ipomopsis	longiflora
standing cypress	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Ipomopsis	rubra
lilac sunbonnet	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Langloisia	setosissima
true babystars	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Leptosiphon	bicolor
whisker brush	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Leptosiphon	ciliatus
Nuttall's Linanthus	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Leptosiphon	nuttallii
variable linanthus	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Leptosiphon	parviflorus
Prickly Phlox	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Linanthus	californicus
fringed linanthus	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Linanthus	dianthiflorus
granite gilia	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Linanthus	pungens
Mexican False Calico	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Loeselia	mexicana
desert calico	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Loeseliastrum	matthewsii
slender phlox	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Microsteris	gracilis
Skunkweed	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Navarretia	squarrosa
spreading phlox	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Phlox	diffusa
blue phlox	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Phlox	divaricata
Drummond's phlox	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Phlox	drummondii
spiny phlox	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Phlox	hoodii
longleaf phlox	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Phlox	longifolia
fall phlox	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Phlox	paniculata
prairie phlox	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Phlox	pilosa
goldeneye phlox	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Phlox	roemeriana
moss phlox	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Phlox	subulata
Tall Jacob's-ladder	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Polemonium	acutiflorum
Blue Jacob's Ladder	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Polemonium	caeruleum
California Jacob's ladder	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Polemonium	californicum
Pretty Jacob's-ladder	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Polemonium	pulcherrimum
Jacob's ladder	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Polemonium	reptans
sky pilot	Plantae	Tracheophyta	Magnoliopsida	Ericales	Polemoniaceae	Polemonium	viscosum
pygmy-flower rock-jasmine	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Androsace	septentrionalis
Coralberry	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Ardisia	crenata
cudjoewood	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Bonellia	macrocarpa
Ivy-leaved cyclamen	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Cyclamen	hederifolium
European Cyclamen	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Cyclamen	purpurascens
blue scarlet pimpernel	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	arvensis
starflower	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	borealis
fringed loosestrife	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	ciliata
Gooseneck Loosestrife	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	clethroides
chickweed-wintergreen	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	europaea
Star Flower	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	latifolia
Sea Milkwort	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	maritima
Yellow Pimpernel	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	nemorum
Creeping-Jenny	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	nummularia
Dotted Loosestrife	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	punctata
narrow-leaved loosestrife	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	quadriflora
whorled loosestrife	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	quadrifolia
swamp candles	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	terrestris
Tufted Loosestrife	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	thyrsiflora
Yellow Loosestrife	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	vulgaris
Red matipo	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Myrsine	australis
Weeping Mapou	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Myrsine	divaricata
Toro	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Myrsine	salicina
Padre's shootingstar	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Primula	clevelandii
Oxlip	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Primula	elatior
Bird's-eye Primrose	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Primula	farinosa
Henderson's shooting star	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Primula	hendersonii
eastern shooting star	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Primula	meadia
Parry's primrose	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Primula	parryi
dark-throated shooting star	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Primula	pauciflora
Cowslip	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Primula	veris
Primrose	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Primula	vulgaris
